x(um) y(um) z(um) u_11 u_12 u_13 u_21 u_22 u_23 u_31 u_32 u_33
113 96 89 -0.794532 -0.184073 -0.578656 0.567366 0.11457 -0.815455 0.216395 -0.976212 0.013405
109 126 89 -0.048465 0.493858 -0.868187 -0.995096 0.05119 0.084661 0.086249 0.868041 0.488946
92 90 89 0.733948 -0.348088 -0.583225 0.581524 -0.12162 0.80439 -0.350934 -0.929538 0.113158
100 98 89 0.98683 0.130939 -0.095073 0.024082 0.462197 0.88645 0.160039 -0.877047 0.452944
135 128 89 -0.872663 0.482152 0.077409 -0.023485 0.116896 -0.992861 -0.48777 -0.868255 -0.090675
119 120 89 0.718348 -0.252274 -0.648328 0.667487 -0.012714 0.744512 -0.196072 -0.967577 0.15924
104 135 89 -0.279825 0.958811 0.048376 -0.802887 -0.26135 0.535838 0.52643 0.111074 0.842923
137 104 89 -0.156187 0.736817 -0.657798 -0.193132 -0.675903 -0.711236 -0.968665 0.015964 0.247869
132 97 89 -0.156746 0.736166 -0.658398 -0.194959 -0.67658 -0.710088 -0.96821 0.01706 0.249574
101 138 89 0.750346 0.648065 -0.130377 -0.656086 0.754201 -0.026967 0.080855 0.10577 0.991097
88 104 89 -0.561611 0.038376 -0.826511 -0.027075 -0.99924 -0.027999 -0.826963 0.006647 0.562219
122 107 89 0.718758 -0.255868 -0.646473 0.666278 -0.012238 0.745608 -0.198701 -0.966626 0.161673
93 131 89 0.229128 0.302392 0.925233 0.358975 0.857281 -0.369065 -0.904789 0.416697 0.087877
118 136 89 -0.869285 0.487387 0.082473 -0.028551 0.117072 -0.992711 -0.49349 -0.865304 -0.087847
135 115 89 0.184008 0.980525 0.068731 -0.98239 0.185764 -0.02011 -0.032493 -0.063823 0.997425
131 124 89 -0.065292 0.182996 -0.98094 0.024075 -0.982464 -0.184879 -0.997581 -0.035691 0.059737
117 134 89 -0.868161 0.48929 0.083036 -0.028573 0.117777 -0.992627 -0.495473 -0.864128 -0.088264
123 136 89 0.483039 0.080496 -0.871891 0.115841 -0.992887 -0.027485 -0.867904 -0.087725 -0.488924
127 110 89 -0.158396 0.737108 -0.65695 -0.191826 -0.675645 -0.711833 -0.968563 0.013269 0.248415
136 102 89 -0.157192 0.737089 -0.657258 -0.193107 -0.675625 -0.711505 -0.968507 0.01508 0.248539
100 129 89 0.303142 0.227963 -0.925271 0.859949 0.35294 0.36867 0.410671 -0.907437 -0.08901
103 134 89 -0.279509 0.958905 0.048592 -0.80312 -0.26124 0.535526 0.526215 0.110639 0.84311
121 122 89 -0.036057 -0.80418 -0.593288 0.976809 0.097028 -0.190879 0.211062 -0.586417 0.782028
113 134 89 0.971628 0.01239 -0.236212 0.019677 0.990932 0.132884 0.235718 -0.133758 0.962572
109 119 89 -0.495613 -0.867128 0.049646 -0.051354 0.086323 0.994936 -0.867026 0.49056 -0.087308
93 133 89 0.646066 0.131128 -0.751926 0.755787 0.027904 0.654232 0.10677 -0.990973 -0.081076
92 131 89 -0.646225 0.75201 -0.12989 -0.75566 -0.654337 -0.02883 -0.106675 0.079526 0.991105
113 97 89 0.79508 -0.18082 0.578924 -0.566815 0.118108 0.815335 -0.215806 -0.976398 -0.008586
99 112 89 -0.561993 0.826401 0.035092 -0.03013 0.021942 -0.999302 -0.826594 -0.562659 0.012568
129 135 89 0.482505 0.079802 -0.87225 0.114778 -0.993015 -0.027356 -0.868341 -0.086916 -0.488293
133 116 89 0.183957 0.980526 0.068833 -0.982408 0.185697 -0.019795 -0.032195 -0.063979 0.997427
116 130 89 -0.03727 -0.802594 -0.59536 0.976648 0.096905 -0.191772 0.211603 -0.588599 0.780235
113 103 89 0.644447 -0.255194 0.720806 -0.747022 -0.008857 0.664738 -0.16326 -0.966854 -0.196329
89 104 89 -0.561851 0.038382 -0.826348 -0.027779 -0.999235 -0.027524 -0.826775 0.007488 0.562484
120 90 89 -0.185962 -0.577832 -0.794687 0.120632 -0.816106 0.565171 -0.975126 0.009235 0.221459
126 123 89 -0.036167 -0.803041 -0.594802 0.976807 0.097324 -0.19079 0.211111 -0.587902 0.7809
92 105 89 0.826364 -0.561896 -0.037399 0.024945 -0.029823 0.999243 -0.562587 -0.826669 -0.01063
131 89 89 -0.757655 0.408572 0.508947 -0.073403 0.72152 -0.688491 -0.648518 -0.558995 -0.516671
125 115 89 0.718001 -0.254148 -0.647984 0.667353 -0.013192 0.744623 -0.197796 -0.967077 0.160128
122 137 89 -0.86936 0.487376 0.081752 -0.027861 0.116831 -0.992759 -0.493402 -0.865338 -0.087986
105 128 89 0.496347 0.044507 -0.866981 0.051879 0.995379 0.080794 0.866576 -0.08508 0.491743
97 125 89 0.228381 0.924002 -0.306695 0.358779 -0.372744 -0.855765 -0.905066 0.085415 -0.416613
135 133 89 -0.870214 0.486061 0.080517 -0.02732 0.115576 -0.992921 -0.491927 -0.866245 -0.087291
135 138 89 -0.871719 0.483253 0.081077 -0.028304 0.115527 -0.9929 -0.489189 -0.867825 -0.087031
116 88 89 -0.184671 -0.578921 -0.794194 0.12038 -0.815335 0.566336 -0.975403 0.008988 0.220252
99 117 89 -0.866102 -0.497058 -0.053179 0.088548 -0.04783 -0.994909 0.491985 -0.8664 0.085445
122 123 89 -0.803037 0.594741 0.037634 0.096282 0.19181 -0.976697 -0.588101 -0.7807 -0.211292
97 135 89 0.647016 0.131307 -0.751083 0.755045 0.026902 0.655124 0.10623 -0.990977 -0.081735
110 128 89 0.23862 -0.017246 -0.970951 -0.134725 -0.990761 -0.015502 -0.961731 0.134528 -0.238732
94 135 89 -0.646989 0.75125 -0.130457 -0.754903 -0.655195 -0.029171 -0.10739 0.079611 0.991024
124 137 89 0.483121 0.079985 -0.871893 0.115391 -0.992949 -0.027151 -0.867918 -0.087492 -0.488941
114 134 89 0.971548 0.012349 -0.236537 0.019865 0.990873 0.133297 0.236026 -0.134199 0.962435
116 118 89 -0.252043 -0.720324 -0.646212 -0.010186 -0.66577 0.746091 -0.967669 0.194633 0.160457
106 99 89 -0.796533 -0.181521 -0.576722 0.565669 0.113186 -0.816831 0.21354 -0.97684 0.012503
104 95 89 -0.794603 -0.182033 -0.579201 0.568318 0.112714 -0.815044 0.213663 -0.976813 0.013903
117 111 89 0.718891 -0.255959 -0.646292 0.666194 -0.011828 0.745692 -0.198523 -0.966602 0.162008
94 101 89 0.985852 0.130923 -0.104792 0.032422 0.464271 0.885085 0.164537 -0.875957 0.453462
108 101 89 0.818091 0.437728 0.372982 -0.435672 0.048372 0.898788 0.375403 -0.897822 0.23027
122 128 89 -0.03628 -0.801264 -0.597211 0.976905 0.097488 -0.190149 0.210582 -0.590319 0.779214
131 131 89 0.872263 -0.076614 -0.483001 0.024874 0.993326 -0.112626 0.488407 0.086228 0.868345
133 121 89 -0.065558 0.183502 -0.980826 0.022492 -0.982424 -0.185304 -0.9976 -0.034208 0.060277
125 112 89 -0.25555 -0.717282 -0.648227 -0.008593 -0.668781 0.74341 -0.966759 0.19555 0.164742
91 104 89 -0.562555 0.038443 -0.825865 -0.028018 -0.99923 -0.027428 -0.826287 0.00771 0.563198
88 92 89 -0.347368 0.581205 -0.7359 -0.119463 -0.805798 -0.580004 -0.930092 -0.113559 0.349335
96 108 89 -0.037504 -0.560282 -0.827451 0.999234 -0.030368 -0.024732 -0.011269 -0.827746 0.560989
137 129 89 -0.873063 0.481418 0.077484 -0.023925 0.116417 -0.992908 -0.487033 -0.868724 -0.09011
103 118 89 -0.048356 0.495716 -0.867133 -0.995089 0.051204 0.084759 0.086416 0.866974 0.490804
90 126 89 0.448652 0.469888 -0.760202 -0.870491 0.037067 -0.490793 -0.202451 0.881946 0.425663
121 110 89 0.646566 -0.253196 0.719606 -0.745202 -0.007858 0.666786 -0.163179 -0.967393 -0.193753
134 103 89 -0.156743 0.737081 -0.657372 -0.193158 -0.675624 -0.711493 -0.96857 0.015459 0.248272
96 134 89 0.750252 0.648138 -0.130554 -0.656164 0.754141 -0.026812 0.081078 0.105777 0.991078
108 104 89 -0.376051 0.816121 -0.438783 -0.8981 -0.437569 -0.044164 -0.228039 0.377465 0.897506
97 103 89 -0.560858 0.037954 -0.827038 -0.031098 -0.999214 -0.024771 -0.827328 0.011825 0.561591
125 101 89 -0.156563 0.737049 -0.657452 -0.192299 -0.675671 -0.711681 -0.968769 0.015009 0.247519
106 121 89 -0.048035 0.495564 -0.867238 -0.995113 0.051286 0.084416 0.086308 0.867057 0.490677
108 110 89 0.049607 -0.496969 -0.866349 0.994792 -0.052751 0.087219 -0.089046 -0.866164 0.491764
114 130 89 0.972078 0.013917 -0.234261 0.017623 0.991097 0.131987 0.234018 -0.132421 0.963166
118 98 89 -0.158048 0.738371 -0.655614 -0.191187 -0.674277 -0.713301 -0.968746 0.012608 0.247735
129 102 89 -0.15537 0.736028 -0.65887 -0.193641 -0.676723 -0.710316 -0.9687 0.017229 0.247665
107 121 89 -0.048366 0.495748 -0.867115 -0.995072 0.051339 0.084849 0.086577 0.866949 0.490821
95 135 89 -0.647004 0.751246 -0.130407 -0.754878 -0.655217 -0.029317 -0.10747 0.079476 0.991026
123 113 89 0.646805 -0.253178 0.719403 -0.744948 -0.007623 0.667078 -0.163408 -0.967392 -0.193532
91 106 89 -0.563304 0.037307 -0.825406 -0.03069 -0.999236 -0.024218 -0.825682 0.011692 0.564015
130 126 89 -0.066611 0.183707 -0.980721 0.024986 -0.982288 -0.185698 -0.997468 -0.036878 0.060841
113 109 89 -0.254877 -0.718717 -0.646898 -0.006685 -0.667661 0.74443 -0.966959 0.194057 0.165367
130 88 89 -0.757953 0.40814 0.50885 -0.073944 0.721291 -0.688674 -0.648107 -0.559608 -0.516524
92 107 89 0.826133 -0.562299 -0.036434 0.023549 -0.030151 0.999266 -0.562986 -0.826384 -0.011669
111 107 89 -0.253757 0.718536 0.647533 -0.005895 0.668283 -0.743881 -0.967265 -0.192561 -0.165343
90 111 89 0.758731 -0.471176 -0.449805 0.494158 -0.033621 0.868726 -0.424466 -0.881391 0.207284
104 102 89 -0.561605 0.038525 -0.826503 -0.032163 -0.999179 -0.024717 -0.826782 0.012696 0.562383
91 117 89 0.448727 0.468953 -0.760737 -0.870339 0.036019 -0.49114 -0.202931 0.882488 0.424305
111 123 89 -0.048588 0.495402 -0.867302 -0.995073 0.051144 0.084955 0.086443 0.867158 0.490474
117 100 89 -0.646053 -0.255354 -0.719303 0.745166 -0.006828 -0.66684 0.165362 -0.966833 0.194699
134 135 89 -0.869436 0.487259 0.081703 -0.028483 0.115672 -0.992878 -0.493239 -0.865557 -0.086684
100 103 89 -0.561369 0.039244 -0.826633 -0.033363 -0.999137 -0.024779 -0.826896 0.013666 0.56219
118 130 89 -0.036322 -0.801871 -0.596393 0.976733 0.097738 -0.190903 0.211368 -0.58945 0.779659
124 113 89 0.647142 -0.25349 0.718991 -0.744679 -0.008172 0.667371 -0.163302 -0.967306 -0.194053
138 89 89 -0.757777 0.408671 0.508685 -0.073355 0.721284 -0.688744 -0.648379 -0.559228 -0.516594
91 122 89 0.447498 0.468832 -0.761536 -0.871539 0.03773 -0.488884 -0.200475 0.882471 0.425498
113 95 89 -0.794275 -0.183846 -0.579081 0.567761 0.114732 -0.815159 0.216301 -0.976234 0.01325
106 110 89 -0.865925 -0.497554 -0.051322 0.087378 -0.04942 -0.994938 0.492506 -0.866024 0.086262
111 95 89 -0.181512 -0.578778 -0.795026 0.11866 -0.815442 0.566547 -0.976204 0.008499 0.216691
108 102 89 0.81701 0.43839 0.374578 -0.436895 0.046677 0.898294 0.376328 -0.897576 0.229669
119 115 89 0.646396 -0.253321 0.719719 -0.74543 -0.008382 0.666528 -0.16282 -0.967353 -0.194239
115 88 89 -0.18469 -0.579888 -0.793487 0.121445 -0.81465 0.567084 -0.975273 0.008378 0.220867
132 89 89 -0.758275 0.408276 0.508259 -0.073457 0.721149 -0.688874 -0.647784 -0.559691 -0.516839
106 92 89 -0.79472 -0.181291 -0.579279 0.567719 0.115695 -0.815052 0.214787 -0.976594 0.01097
134 108 89 -0.156006 0.737759 -0.656788 -0.193593 -0.674867 -0.71209 -0.968603 0.016066 0.248108
117 112 89 0.646078 -0.253411 0.719973 -0.745642 -0.00798 0.666295 -0.163104 -0.967334 -0.194099
99 90 89 -0.986582 -0.13274 -0.095067 -0.022661 -0.465286 0.884866 -0.161694 0.875154 0.456034
124 134 89 0.482847 0.079823 -0.872059 0.115891 -0.992902 -0.026718 -0.868002 -0.088164 -0.48867
127 105 89 -0.157854 0.737888 -0.656204 -0.193152 -0.674769 -0.712303 -0.968389 0.014308 0.249039
100 117 89 -0.866458 -0.496533 -0.052177 0.087914 -0.048855 -0.994921 0.491464 -0.866642 0.085987
108 129 89 0.23877 -0.017151 -0.970912 -0.133343 -0.990949 -0.015272 -0.961894 0.13314 -0.23888
133 138 89 -0.872429 0.482202 0.079684 -0.027098 0.115062 -0.992988 -0.48799 -0.868471 -0.087316
99 104 89 -0.561068 0.038994 -0.826848 -0.033238 -0.999146 -0.024571 -0.827107 0.013695 0.56188
100 110 89 -0.561829 0.826527 0.034745 -0.029584 0.021898 -0.999319 -0.826725 -0.562475 0.012149
100 138 89 0.750163 0.648377 -0.129877 -0.656368 0.753948 -0.027232 0.080264 0.105672 0.991154
89 122 89 0.44755 0.46877 -0.761544 -0.871538 0.037826 -0.488877 -0.200367 0.882501 0.425488
125 92 89 0.989986 0.083778 -0.113638 0.011135 0.756068 0.654395 0.140741 -0.649107 0.747564
130 128 89 -0.871251 0.484416 0.079153 -0.024434 0.118252 -0.99267 -0.49024 -0.866817 -0.091183
113 138 89 -0.281653 0.958292 0.048327 -0.802296 -0.262829 0.535968 0.526325 0.112172 0.842848
100 108 89 -0.560425 0.038545 -0.827305 -0.032755 -0.999168 -0.024376 -0.827562 0.013437 0.561215
100 91 89 -0.986626 -0.13237 -0.095118 -0.022863 -0.465418 0.884793 -0.161398 0.875139 0.456165
133 136 89 -0.869377 0.487276 0.082216 -0.028858 0.116042 -0.992823 -0.493322 -0.865499 -0.086814
128 130 89 -0.872567 0.482082 0.07891 -0.025231 0.11684 -0.992829 -0.487846 -0.868301 -0.089782
129 123 89 -0.065274 0.183378 -0.98087 0.024074 -0.982393 -0.185261 -0.997581 -0.035709 0.059705
107 136 89 -0.280529 0.958611 0.048348 -0.802907 -0.261961 0.535496 0.526016 0.11138 0.843144
108 89 89 -0.180375 -0.580688 -0.793893 0.120696 -0.814097 0.568044 -0.976166 0.006643 0.216929
106 95 89 -0.794706 -0.182725 -0.578847 0.567897 0.113002 -0.815302 0.214384 -0.976648 0.013963
107 90 89 -0.180274 -0.581216 -0.79353 0.120229 -0.813715 0.568689 -0.976244 0.007117 0.21657
125 122 89 0.594609 -0.80312 -0.037995 0.193277 0.096902 0.976348 -0.780453 -0.587866 0.212841
108 117 89 -0.048193 0.495369 -0.867343 -0.995075 0.051529 0.084711 0.086655 0.867155 0.490439
132 129 89 -0.872825 0.481666 0.078582 -0.025161 0.116394 -0.992881 -0.487391 -0.868593 -0.089463
117 89 89 -0.183852 -0.579031 -0.794307 0.120471 -0.815259 0.566421 -0.975548 0.008455 0.219637
100 113 89 -0.865937 -0.497607 -0.050668 0.084557 -0.04578 -0.995352 0.492971 -0.8662 0.081717
92 97 89 -0.985979 -0.135435 -0.097514 -0.024161 -0.462295 0.886395 -0.165128 0.876319 0.452542
91 101 89 0.137327 0.097597 -0.985698 0.462479 -0.886332 -0.023328 -0.875935 -0.452656 -0.166859
96 136 89 0.749395 0.648961 -0.131383 -0.657088 0.753333 -0.026859 0.081546 0.106458 0.990967
111 104 89 -0.252308 -0.718724 -0.647881 -0.004435 -0.668662 0.74354 -0.96767 0.190434 0.165518
100 122 89 -0.498674 0.865247 -0.051758 -0.045953 -0.086009 -0.995224 -0.865584 -0.493908 0.082656
127 109 89 -0.1577 0.737489 -0.656689 -0.1925 -0.675211 -0.712063 -0.968543 0.014123 0.248447
109 132 89 0.659381 -0.081778 0.747348 -0.751748 -0.084607 0.654001 0.009745 -0.993052 -0.117268
131 134 89 0.482472 0.082305 -0.872036 0.118897 -0.992514 -0.027899 -0.867806 -0.09022 -0.488646
88 100 89 0.137473 0.09862 -0.985581 0.464343 -0.885337 -0.02382 -0.874922 -0.454374 -0.167504
124 128 89 -0.036316 -0.801031 -0.597527 0.97695 0.097401 -0.189953 0.210358 -0.590654 0.779018
130 136 89 -0.871948 0.483038 0.079874 -0.027551 0.114474 -0.993044 -0.488822 -0.868084 -0.086508
125 134 89 0.482763 0.079999 -0.87209 0.116201 -0.992865 -0.026755 -0.868008 -0.088422 -0.488614
107 123 89 -0.048322 0.494743 -0.86769 -0.995112 0.051098 0.084544 0.086161 0.86754 0.489849
132 109 89 -0.156106 0.737699 -0.656831 -0.192723 -0.67495 -0.712249 -0.968759 0.015405 0.247534
129 106 89 -0.157069 0.737609 -0.656705 -0.192754 -0.675065 -0.712132 -0.968596 0.014732 0.248209
112 120 89 0.049947 -0.496306 -0.866709 0.994731 -0.053068 0.087712 -0.089526 -0.866525 0.49104
91 126 89 0.447306 0.469604 -0.761166 -0.871745 0.038562 -0.488453 -0.200041 0.882026 0.426635
125 125 89 0.594466 -0.803219 -0.038071 0.193262 0.096756 0.976365 -0.780553 -0.587771 0.212748
134 125 89 0.182521 0.980836 0.068224 -0.982649 0.184308 -0.020925 -0.033105 -0.063222 0.997443
127 106 89 -0.157487 0.738031 -0.656132 -0.193402 -0.674604 -0.712391 -0.9684 0.014708 0.248978
134 128 89 -0.872742 0.481903 0.078051 -0.024307 0.116788 -0.992856 -0.487583 -0.868408 -0.090204
122 118 89 -0.250114 -0.721703 -0.645413 -0.009215 -0.664809 0.746957 -0.968188 0.192777 0.159621
104 101 89 -0.774318 0.590178 -0.228355 0.21155 -0.098716 -0.972364 -0.596404 -0.801214 -0.048431
128 114 89 0.717148 -0.254605 -0.64875 0.668104 -0.013769 0.743936 -0.19834 -0.966952 0.160222
106 93 89 -0.793695 -0.183195 -0.580087 0.568669 0.115265 -0.814454 0.216057 -0.976289 0.012687
102 102 89 -0.560219 0.03884 -0.827425 -0.032177 -0.999173 -0.025118 -0.827723 0.012544 0.560998
127 134 89 0.482771 0.079785 -0.872104 0.115668 -0.992926 -0.026805 -0.868074 -0.087932 -0.488584
98 114 89 0.826339 -0.562141 -0.034219 0.022056 -0.028407 0.999348 -0.562748 -0.826555 -0.011074
134 105 89 -0.157248 0.737839 -0.656404 -0.192999 -0.674815 -0.712302 -0.968518 0.014679 0.248515
101 109 89 -0.561391 0.826804 0.035189 -0.029682 0.022374 -0.999307 -0.827018 -0.562048 0.01198
91 131 89 -0.445992 -0.470084 -0.761644 0.872746 -0.039587 -0.486576 0.198588 -0.881728 0.427925
138 128 89 -0.065274 0.183454 -0.980854 0.023373 -0.982404 -0.185295 -0.9976 -0.035023 0.059838
101 128 89 0.303288 0.226882 -0.925494 0.860087 0.352937 0.368354 0.410287 -0.907697 -0.088069
98 90 89 0.133526 0.096026 -0.98638 0.466518 -0.884214 -0.022932 -0.874379 -0.4571 -0.16286
91 138 89 0.647064 -0.750832 -0.132505 0.755025 0.655197 -0.025654 0.106079 -0.083445 0.990849
106 119 89 -0.047677 0.495882 -0.867076 -0.995119 0.051543 0.084188 0.086437 0.866861 0.491
109 103 89 -0.81717 0.440909 -0.371256 0.436339 0.052343 -0.898246 -0.376625 -0.896036 -0.235154
92 135 89 0.646221 -0.751466 -0.133028 0.755664 0.654441 -0.026107 0.10668 -0.083658 0.990767
123 135 89 0.482924 0.079662 -0.872031 0.115241 -0.992973 -0.026888 -0.868046 -0.087509 -0.48871
133 124 89 0.182298 0.980856 0.068535 -0.982694 0.184083 -0.020698 -0.032922 -0.063575 0.997429
119 129 89 -0.03589 -0.801912 -0.596363 0.976904 0.097629 -0.190075 0.210645 -0.589412 0.779884
119 114 89 0.646234 -0.253454 0.719817 -0.745497 -0.008014 0.666457 -0.163152 -0.967322 -0.194117
122 106 89 0.718103 -0.256112 -0.647103 0.667088 -0.011687 0.744893 -0.198348 -0.966567 0.162453
97 106 89 0.039207 0.559591 -0.827838 -0.999191 0.029591 -0.027325 0.009203 0.828245 0.56029
129 118 89 0.184872 0.980416 0.067963 -0.98216 0.186733 -0.022286 -0.034554 -0.062636 0.99743
124 106 89 0.646778 -0.252184 0.719775 -0.745307 -0.008707 0.66666 -0.161859 -0.967648 -0.193576
102 113 89 -0.865976 -0.497555 -0.050339 0.08649 -0.049858 -0.994999 0.49256 -0.865999 0.086209
129 101 89 -0.155226 0.736177 -0.658736 -0.193455 -0.676563 -0.710519 -0.968761 0.017149 0.247434
98 108 89 0.82652 -0.561727 -0.036588 0.024265 -0.02937 0.999269 -0.562404 -0.826793 -0.010652
111 103 89 -0.817005 0.440678 -0.371895 0.43714 0.05274 -0.897832 -0.37606 -0.896122 -0.235731
101 107 89 -0.560081 0.038777 -0.827528 -0.033232 -0.999151 -0.02434 -0.827777 0.013867 0.560888
120 91 89 0.990246 0.083594 -0.111487 0.009599 0.757254 0.653045 0.13902 -0.647748 0.749066
103 107 89 -0.560783 0.827227 0.035028 -0.028332 0.023105 -0.999327 -0.827483 -0.561394 0.010477
109 114 89 -0.86629 -0.497017 -0.05019 0.086841 -0.050882 -0.994919 0.491941 -0.866247 0.087239
132 125 89 0.182283 0.980925 0.067555 -0.982697 0.184047 -0.020845 -0.032883 -0.062588 0.997495
102 106 89 -0.560867 0.03808 -0.827029 -0.032951 -0.999176 -0.023666 -0.827253 0.013977 0.561658
89 134 89 -0.64613 0.751915 -0.130887 -0.755606 -0.654383 -0.029235 -0.107639 0.080013 0.990963
88 137 89 0.131543 -0.646292 -0.751662 0.028447 -0.755487 0.654551 -0.990903 -0.107484 -0.080992
104 100 89 -0.774361 0.590587 -0.22715 0.210336 -0.098358 -0.972662 -0.596778 -0.800957 -0.048074
103 130 89 -0.084882 0.74695 0.659439 -0.084347 0.654065 -0.751721 -0.992815 -0.119432 0.007486
121 115 89 0.646612 -0.253276 0.719539 -0.745074 -0.007417 0.666937 -0.163588 -0.967372 -0.193497
98 119 89 0.450184 -0.475943 0.755511 -0.869458 -0.040895 0.4923 -0.203425 -0.878548 -0.4322
109 110 89 0.049086 -0.497128 -0.866287 0.994795 -0.053219 0.086903 -0.089304 -0.866044 0.491928
104 120 89 -0.047674 0.49629 -0.866841 -0.995165 0.051055 0.083958 0.085921 0.866655 0.491455
90 92 89 -0.34719 0.58144 -0.735796 -0.11995 -0.805692 -0.580055 -0.930094 -0.11313 0.349466
112 106 89 -0.25393 -0.718771 -0.647209 -0.005793 -0.667994 0.744139 -0.967217 0.192693 0.165459
132 94 89 -0.756455 0.408924 0.510449 -0.074688 0.721339 -0.688542 -0.649776 -0.558972 -0.515112
88 110 89 0.44868 0.468982 -0.760753 -0.870648 0.037271 -0.490498 -0.201679 0.882414 0.425046
89 126 89 0.446993 0.469302 -0.761535 -0.87197 0.038455 -0.488069 -0.199777 0.882186 0.426419
134 93 89 -0.756867 0.409546 0.509336 -0.073454 0.721077 -0.688951 -0.649434 -0.558852 -0.515673
96 94 89 0.135949 0.098349 -0.985814 0.462587 -0.886236 -0.024631 -0.876099 -0.452673 -0.165971
94 115 89 0.449817 0.468966 -0.760091 -0.86949 0.035432 -0.492672 -0.204123 0.882505 0.423701
112 100 89 -0.372864 0.816926 -0.440004 -0.899483 -0.434672 -0.044806 -0.227865 0.379056 0.896871
110 89 89 -0.180438 -0.579949 -0.794415 0.12027 -0.81462 0.567386 -0.976209 0.006837 0.216739
128 124 89 -0.037447 -0.80189 -0.596288 0.976989 0.096029 -0.190484 0.21001 -0.589697 0.77984
96 89 89 -0.197237 0.584919 -0.786734 -0.974229 -0.206543 0.090681 -0.109462 0.784357 0.610585
102 130 89 -0.049233 0.956024 -0.28905 -0.536572 -0.269408 -0.799696 -0.842454 0.115726 0.52623
98 129 89 0.228963 0.300122 0.926011 0.360724 0.857404 -0.367067 -0.904132 0.418087 0.088057
93 113 89 -0.447785 -0.469467 -0.760981 0.871063 -0.036895 -0.48978 0.201862 -0.882176 0.425463
113 117 89 -0.866764 -0.49621 -0.049949 0.086518 -0.050966 -0.994944 0.491163 -0.866703 0.087107
105 95 89 -0.794271 -0.182078 -0.579648 0.568589 0.113543 -0.814746 0.214168 -0.976702 0.013352
111 105 89 -0.253746 -0.718145 -0.647971 -0.006404 -0.668631 0.743563 -0.967264 0.192809 0.165062
92 104 89 -0.56225 0.037532 -0.826114 -0.030973 -0.999227 -0.024314 -0.826387 0.011917 0.562975
117 88 89 -0.18364 -0.579221 -0.794217 0.120873 -0.815126 0.566524 -0.975539 0.008046 0.219696
132 119 89 -0.064889 -0.980228 -0.186896 0.023313 -0.188721 0.981751 -0.997629 0.059351 0.0351
138 132 89 -0.871944 0.483036 0.079935 -0.02706 0.11547 -0.992942 -0.488857 -0.867953 -0.087611
118 90 89 -0.185551 -0.578332 -0.794419 0.120657 -0.815751 0.565676 -0.975204 0.009115 0.221132
102 137 89 -0.279815 0.958754 0.049552 -0.802776 -0.261969 0.535696 0.526605 0.110091 0.842946
111 135 89 -0.280153 0.958808 0.046805 -0.803365 -0.260866 0.535332 0.525494 0.112358 0.843337
102 97 89 0.132724 0.099119 -0.986179 0.461319 -0.886822 -0.027071 -0.877262 -0.45135 -0.163411
129 107 89 -0.156977 0.737613 -0.656721 -0.192721 -0.67506 -0.712146 -0.968617 0.014777 0.248123
131 88 89 -0.758294 0.408217 0.508278 -0.073423 0.721236 -0.688787 -0.647766 -0.559622 -0.516937
90 135 89 0.750342 0.647915 -0.131131 -0.656119 0.754128 -0.028216 0.080608 0.107211 0.990963
121 120 89 -0.649808 -0.252492 -0.716939 0.742246 -0.007491 -0.670086 0.163836 -0.967568 0.192267
114 111 89 -0.647696 -0.252907 -0.718693 0.743842 -0.005748 -0.668324 0.164899 -0.967484 0.191834
95 122 89 -0.447554 -0.469412 -0.761143 0.871398 -0.037643 -0.489141 0.200963 -0.882169 0.4259
110 119 89 -0.496146 -0.866852 0.049105 -0.051528 0.085859 0.994969 -0.86671 0.491126 -0.087262
136 89 89 -0.757092 0.408402 0.509918 -0.073982 0.721905 -0.688026 -0.64911 -0.558623 -0.516332
89 137 89 0.131445 -0.646337 -0.75164 0.028163 -0.755488 0.654563 -0.990924 -0.107207 -0.081101
91 96 89 0.137078 0.098441 -0.985654 0.464533 -0.885235 -0.023803 -0.874885 -0.454607 -0.167078
116 133 89 0.237123 -0.014906 -0.971361 -0.135003 -0.990687 -0.017753 -0.962058 0.135348 -0.23692
91 105 89 -0.563054 0.038034 -0.825544 -0.031581 -0.999202 -0.024493 -0.825818 0.012282 0.563802
111 98 89 -0.794337 -0.182933 -0.57929 0.568362 0.112981 -0.814984 0.214556 -0.976601 0.014243
129 130 89 -0.872608 0.482004 0.078923 -0.025284 0.116789 -0.992833 -0.487769 -0.868351 -0.089719
127 94 89 0.732159 0.662227 0.1594 -0.680966 0.706151 0.194019 0.015928 -0.250605 0.967949
109 113 89 -0.866187 -0.497102 -0.051146 0.08758 -0.05023 -0.994887 0.491992 -0.866237 0.087045
122 98 89 -0.156865 0.734793 -0.6599 -0.192819 -0.678101 -0.709225 -0.968618 0.01599 0.24805
99 114 89 0.826528 -0.561913 -0.033432 0.022289 -0.026681 0.999389 -0.56246 -0.82677 -0.009526
116 115 89 0.718661 -0.255283 -0.646811 0.666411 -0.012807 0.745479 -0.198608 -0.966772 0.160909
99 99 89 -0.095292 0.13589 -0.986128 0.888141 0.45902 -0.022577 0.449584 -0.877977 -0.164417
100 96 89 0.133946 0.09823 -0.986102 0.463915 -0.885522 -0.025196 -0.875703 -0.454099 -0.164162
121 89 89 0.082653 0.113229 -0.990115 0.755794 -0.654716 -0.011782 -0.64958 -0.747351 -0.139691
